FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
Bronto Fun Run 2024                                | -7.816364    | 110.371544   | 
Brookfarm Almond Run 2025                          | -6.225879    | 106.80406    | 
Brother Runfest 5K and Hyrox Challenge 2025        | -6.841932    | 108.23468    | 
BSI Jaya Sakti Run 2024 - Bireuen Aceh             | 5.2024336    | 96.70227     | 
BTN Jakarta International Marathon                 | -6.175216    | 106.82715    | 
BTN Jakarta Run 2023                               | -6.1809025   | 106.828285   | 
BTN Jakim 2026                                     | -6.117318    | 106.858284   | 
BTN Mobile Goes to Berlin in Jakarta               | -6.1886587   | 106.833466   | 
BTN Mobile Goes to Berlin in Surabaya              | -7.3271933   | 112.78117    | 
BTN Run 2024                                       | -6.214566    | 106.80063    | 
BTN Run 2025                                       | -6.2192354   | 106.79832    | 
BTR #89 Goa Rang Reng Waterfall                    | -8.45904     | 115.318954   | 
BTR Ultra 2025                                     | -8.239953    | 115.37738    | 
BTRUltra 2024                                      | -8.248229    | 115.40016    | 
BTS100 2025                                        | -7.9424934   | 112.95271    | 
BTS100 Ultra                                       | -7.981273    | 112.93802    | 
Bukit Bintang Trail Run 2026                       | -6.8519745   | 107.64279    | 
Bukit golf                                         | -6.4563217   | 106.87402    | 
bukit kasih kanonang bukit belerang SULUT          | 1.1750433    | 124.76283    | 
Bukit Lawang Orangutan Trail 2024                  | 3.5443754    | 98.13363     | 
Bukit Mongkrang                                    | -7.670009    | 111.18359    | 
Bulak Sawah Desa Wisata Dewi Kajii                 | -7.8977323   | 110.30698    | 
Buleleng                                           | -8.223897    | 114.95169    | 
Buleleng Digital Run 2025                          | -8.124075    | 115.09387    | 
Bulukumba                                          | -5.4329367   | 120.20511    | 
Bulungan Run 2023                                  | -6.2413955   | 106.79679    | 
Bumi Kaldera Run 2024                              | 2.6075742    | 98.94648     | 
Bumi Khayangan Trail Run 2025                      | -7.7447767   | 112.53305    | 
Bumi Lakipadada Run 2024                           | -3.1046922   | 119.85182    | 
Bunaken National park                              | 1.6194093    | 124.75674    | 
bundaran besar palangkaraya                        | -2.2073207   | 113.91644    | 
Bundaran BP Batam                                  | 1.130234     | 104.052795   | 
Bundaran Senayan                                   | -6.22921     | 106.79949    | 
Bunderan Adipura indramayu                         | -6.328041    | 108.32646    | 
Bung Karno Run Manado 2025                         | 1.5751072    | 124.82053    | 
Bunga matahari                                     | -5.425625    | 119.83012    | 
Buol                                               | 0.9695452    | 121.354164   | 
Burgerun 5K                                        | -8.547854    | 115.16974    | 
Buton                                              | -5.3096356   | 122.98883    | 
Buyan Jungle Run 2024                              | -8.252111    | 115.12563    | 
Bypass Kota Baubau                                 | -5.427931    | 122.64858    | 
Calvin Run 2026                                    | -6.152773    | 106.842865   | 
Camba run 2024                                     | -4.9171324   | 119.842476   | 
cameragoods                                        | -5.398139    | 105.28647    | 
Candi Exotic Run 2026                              | -7.410985    | 109.17827    | 
Cani Gowes & Friends                               | -6.2789526   | 106.81016    | 
Cap Kapal RunFest 2025                             | -7.2916355   | 112.65437    | 
Capacity Building & Townhall Meeting SKK Migas     | -6.235249    | 106.82334    | 
Car free day (CFD) Prambanan                       | -7.7524652   | 110.51467    | 
Car Free Day Cianjur                               | -6.819366    | 107.129196   | 
Car Free Day Depok & Fun Walk 2026                 | -6.379985    | 106.83064    | 
Car Free Day Kupang                                | -10.171816   | 123.60528    | 
Car Free Day Lagoon Avenue                         | -6.2561936   | 106.98118    | 
Caturtunggal Fun Run 2025                          | -7.7764034   | 110.39102    | 
CBD Color Rush 2025                                | -6.3950577   | 106.91882    | 
CC5K 2024                                          | -6.185502    | 106.83546    | 
CC5K 2025                                          | -6.1854167   | 106.83459    | 
Cegurun 2024                                       | -7.6103315   | 110.6395     | 
Cekong Sunrise Fun Trail Run 2025                  | -3.4092698   | 119.799034   | 
Cellular World Merdeka Run 2025                    | -8.670541    | 115.20923    | 
Cemara National Happy Run 2024                     | -1.9214379   | 106.16519    | 
Central Market PIK                                 | -6.0910487   | 106.746254   | 
CFD (Car Free Day) Sudirman Jakarta                | -6.22361     | 106.80633    | 
CFD Akmil Magelang                                 | -7.4967785   | 110.213295   | 
CFD ALUN ALUN PURBALINGGA                          | -7.389405    | 109.36321    | 
Cfd alun alun sidoarjo                             | -7.4469724   | 112.71845    | 
CFD Alun-Alun Purwokerto                           | -7.425038    | 109.23035    | 
CFD Bekasi                                         | -6.2264786   | 106.99617    | 
CFD Bersama BRIGHTS by BRI Danareksa Sekuritas 202 | -6.2169833   | 106.814476   | 
CFD Boulevard Bintaro-Tangerang Selatan            | -6.2818604   | 106.72713    | 
CFD Bundaran HI Sudirman Jakarta                   | -6.19589     | 106.823135   | 
CFD Bung Karno Purwokerto                          | -7.433868    | 109.23057    | 
CFD BYPASS KARAWANG                                | -6.3025866   | 107.304306   | 
CFD Dago Bandung                                   | -6.880634    | 107.616135   | 
CFD Depok                                          | -6.3915777   | 106.82479    | 
CFD GALUH MAS KARAWANG                             | -6.3285847   | 107.29603    | 
CFD Gebu                                           | -7.3598747   | 108.113495   | 
CFD GORUT                                          | 0.82705134   | 122.89994    | 
CFD KOTA PARIGI                                    | -0.811818    | 120.166145   | 
CFD LAMONGAN                                       | -7.120823    | 112.415565   | 
CFD Lampung                                        | -5.4220333   | 105.25816    | 
CFD Maros                                          | -5.0155983   | 119.573814   | 
CFD PAGUYAMAN                                      | 0.6420139    | 122.58664    | 
CFD Palopo                                         | -3.0088363   | 120.2005     | 
CFD Pelabuhan Sedayulawas                          | -6.8752155   | 112.26821    | 
CFD Podomoro Golf View                             | -6.429545    | 106.8936     | 
Cfd Rindam Magelang                                | -7.4689355   | 110.22091    | 
CFD Semarang - Simpang Lima                        | -6.9898434   | 110.42222    | 
CFD TEMANGGUNG                                     | -7.3158336   | 110.17479    | 
CFD UI                                             | -6.369911    | 106.83091    | 
CGC Line Run                                       | -2.935617    | 104.68094    | 
Champurun Baku Gas 5k & 10k (1st Anniversary)      | -0.8691311   | 119.8846     | 
Charity Fun Run 2024                               | -7.719995    | 110.36162    | 
Charity Fun Run 5k AEONmall                        | -6.349042    | 107.194916   | 
Charity Run by Yatim Mandiri Chapter Bandung 2025  | -6.94787     | 107.70352    | 
Charity Run by Yatim Mandiri Chapter Tuban 2025    | -6.894383    | 112.048904   | 
CHARITY RUN HUTIDI73 LAMONGAN                      | -7.118722    | 112.4155     | 
Charity Run Kilometer for Aceh 2026                | -6.2228503   | 106.8015     | 
Charity Tanahaon Run 2025                          | -8.158759    | 115.17208    | 
Chase Plaza                                        | -6.2095175   | 106.82171    | 
Chasing J.chicken 5K Fun Run 2025                  | -7.271083    | 112.79665    | 
Chick N Run 2026                                   | -7.672814    | 109.66324    | 
Ciamis                                             | -7.3320775   | 108.34925    | 
Cianjur                                            | -7.3579774   | 107.19572    | 
CIGWA Funtasy Run 2025                             | -6.6869745   | 106.90686    | 
Cijantung                                          | -6.312812    | 106.8609     | 
Cika-Fun-Dung 2025                                 | -6.895423    | 107.60589    | 
Cilacap                                            | -7.698299    | 109.02352    | 
Cilacap Sheen of Java Run 2025                     | -7.72714     | 109.00945    | 
Cilacap Youth Run 2024                             | -7.7397633   | 109.00953    | 
Cilongok Run 2025                                  | -7.3752713   | 109.232376   | 
Cilubaa Family Fun Run & Walk 2025                 | -7.32076     | 112.750656   | 
Cimahi Hepi Run 2025                               | -6.883276    | 107.54074    | 
CIPTO LOOP CIREBON                                 | -6.722374    | 108.5473     | 
Circle K Run Series 2024                           | -8.818574    | 115.217964   | 
Circle K Run 2025                                  | -8.802904    | 115.22791    | 
